149	through	3286
150	king	3273
151	world	3253
152	take	3158
153	under	3151
154	way	3141
155	long	3138
156	let	3116
157	where	3053
158	profit	3051
159	market	3043
160	might	3037
161	many	2970
162	t	2937
163	o	2936
164	hand	2935
165	son	2922
166	being	2918
167	those	2916
168	again	2912
169	went	2910
170	here	2896
171	yet	2870
172	old	2861
173	d	2857
174	while	2837
175	stock	2827
176	years	2826
177	still	2771
178	off	2759
179	shares	2704
180	qtr	2674
181	israel	2642
182	told	2622
183	children	2612
184	never	2589
185	away	2579
186	too	2573
188	same	2557
189	end	2549
190	hath	2538
191	group	2537
192	give	2522
193	tonnes	2511
194	just	2506
196	per	2482
197	both	2464
198	land	2461
199	without	2449
200	another	2439
201	back	2417
202	think	2412
203	things	2406
204	mr	2383
205	life	2368
206	sales	2352
207	place	2348
208	put	2346
209	thing	2345
210	himself	2316
211	revs	2312
212	march	2301
213	set	2285
214	though	2279
215	prices	2262
216	each	2232
217	five	2183
218	high	2181
219	rate	2177
220	government	2175
221	days	2154
222	saying	2150
223	offer	2139
224	april	2135
225	week	2119
226	saw	2108
227	head	2085
228	name	2080
229	among	2065
230	price	2057
232	ever	2048
233	quarter	2004
234	since	1986
236	nothing	1959
237	four	1955
238	thought	1947
239	work	1940
240	japan	1939
241	interest	1920
242	co	1907
243	found	1900
244	therefore	1895
245	part	1891
246	february	1882
247	called	1880
248	heard	1871
249	mrs	1862
250	however	1857
251	earth	1841
252	eyes	1831
254	note	1830
255	half	1822
256	state	1820
257	took	1808
258	night	1803
259	january	1800
260	six	1786
261	face	1765
263	thus	1748
265	done	1746
266	next	1745
267	why	1736
268	expected	1734
269	money	1731
270	get	1725
271	rise	1709
272	far	1708
273	heart	1707
274	tax	1703
275	business	1700
276	exchange	1699
277	dollar	1696
278	look	1695
279	shalt	1673
280	city	1670
281	agreement	1667
282	cut	1645
283	around	1644
284	left	1643
285	american	1639
286	foreign	1637
287	side	1621
288	production	1620
289	full	1612
290	sea	1608
291	given	1595
292	brought	1593
293	whom	1592
294	word	1591
295	common	1590
296	international	1577
297	states	1572
298	added	1565
299	young	1560
301	board	1542
302	general	1536
303	better	1533
304	seen	1525
306	once	1520
307	always	1518
308	soon	1501
309	voice	1499
310	increase	1496
311	record	1484
312	few	1483
313	does	1479
314	nine	1475
315	behold	1472
316	home	1465
317	miss	1458
318	seemed	1456
319	tell	1454
320	something	1445
321	ltd	1440
322	current	1435
323	meeting	1431
325	mother	1429
326	rates	1426
327	months	1412
328	enough	1411
329	quite	1408
330	gave	1407
331	asked	1404
332	hear	1396
333	going	1395
335	until	1394
336	round	1393
337	gold	1387
338	west	1382
339	during	1378
341	according	1367
343	almost	1364
345	love	1361
346	white	1355
348	rather	1352
349	whole	1351
351	president	1349
352	growth	1347
353	words	1345
354	small	1343
355	less	1335
357	together	1334
358	within	1326
359	pay	1315
360	bring	1311
362	says	1309
364	seven	1301
365	open	1298
366	light	1293
367	began	1291
368	further	1286
371	use	1285
372	major	1278
373	country	1277
374	earlier	1274
375	saith	1271
376	forth	1269
377	economic	1268
378	death	1267
379	find	1261
380	whale	1259
381	david	1258
382	present	1257
383	used	1256
384	stood	1251
385	above	1245
386	sure	1242
387	industry	1235
388	sons	1232
389	hast	1231
390	exports	1229
392	report	1224
394	help	1220
395	strong	1218
396	whether	1217
397	department	1213
398	pass	1212
399	early	1210
400	cannot	1203
401	law	1198
403	oper	1192
404	woman	1190
405	keep	1181
406	buy	1177
407	sent	1173
408	south	1172
409	least	1171
411	taken	1170
412	sir	1169
413	room	1166
414	fire	1163
415	due	1162
416	certain	1159
417	power	1156
418	whose	1155
419	knew	1149
420	large	1147
421	unit	1143
422	point	1142
423	cried	1137
424	war	1132
425	higher	1126
426	sale	1125
428	period	1123
429	speak	1119
430	number	1118
432	having	1117
433	mind	1111
434	poor	1105
435	door	1104
436	ago	1102
438	herself	1097
439	body	1096
440	system	1092
441	themselves	1091
442	federal	1087
443	avg	1086
444	central	1085
445	possible	1084
448	banks	1083
449	best	1081
450	shrs	1078
451	export	1077
452	feet	1074
453	agreed	1073
454	till	1071
455	short	1070
456	don	1069
457	held	1060
458	moment	1059
459	public	1054
460	near	1052
462	indeed	1050
463	thine	1048
464	dividend	1047
465	air	1044
466	believe	1043
467	already	1039
469	officials	1038
470	rest	1037
471	cash	1035
472	call	1033
473	japanese	1030
474	got	1025
475	operations	1016
476	felt	1014
477	nations	1011
479	financial	1010
480	policy	1009
481	plan	1001
482	offering	1000
483	investment	999
485	af	996
486	third	993
487	wife	986
489	need	984
490	john	983
492	companies	980
493	perhaps	979
494	hold	978
495	compared	977
496	course	975
497	sources	973
498	hope	971
499	products	969
500	imports	967
501	return	966
502	ship	965
503	making	961
504	acquisition	960
505	stake	959
506	soul	957
507	spirit	956
508	others	955
509	statement	953
511	known	951
512	dead	950
513	analysts	949
514	several	947
515	captain	946
517	family	945
519	change	942
520	gain	941
521	program	940
522	thereof	937
523	toward	936
524	past	933
526	line	932
527	gone	927
529	along	926
530	myself	925
531	gas	924
532	close	920
533	field	918
535	reported	916
537	ended	915
538	free	912
539	credit	907
540	includes	906
541	yen	905
542	capital	904
544	times	902
545	become	899
546	yesterday	898
547	likely	893
548	turn	889
549	deficit	886
551	looking	885
553	evil	884
555	service	881
558	matter	879
559	thousand	878
560	union	877
561	emma	876
562	show	875
564	eight	873
567	blood	872
568	prior	867
569	commission	865
570	real	864
571	mean	862
572	deal	861
575	june	860
576	debt	858
577	order	856
578	based	854
580	figures	853
582	kind	849
584	peace	848
585	development	846
586	value	845
587	received	842
588	lady	841
589	often	840
590	yes	838
591	increased	830
593	jerusalem	829
594	reason	827
596	chairman	826
597	action	824
598	none	821
600	chief	819
602	judah	817
603	meet	816
605	coming	815
606	merger	813
607	average	810
609	boy	808
610	corn	805
611	account	804
612	reserves	802
614	announced	801
617	results	799
618	firm	798
620	live	794
621	fed	793
622	term	792
623	future	791
624	itself	790
625	leave	788
626	recent	787
627	bid	786
629	late	784
630	sort	783
631	later	782
632	plans	781
634	supply	780
635	form	777
636	following	776
638	able	775
640	coffee	772
643	north	771
645	sun	768
647	fact	766
648	child	764
650	sold	761
652	grain	759
653	continue	758
655	means	756
657	court	754
659	alone	750
662	anything	747
663	letter	745
664	surplus	742
665	holy	741
666	ground	739
667	passed	736
669	including	733
670	cost	731
672	result	730
674	priest	726
675	continued	725
676	egypt	723
677	sat	721
678	management	720
679	ll	717
680	bear	713
681	economy	709
683	book	708
684	issue	707
685	members	705
686	feel	700
687	top	698
689	red	696
691	happy	693
692	big	692
695	agriculture	689
696	elinor	688
697	although	687
700	div	686
701	lay	685
702	lost	682
704	costs	681
707	previous	678
708	proposed	676
710	living	675
711	kept	672
712	german	671
713	natural	670
714	run	668
716	answer	666
717	longer	661
719	fiscal	660
720	owned	659
721	sense	658
722	expects	657
723	area	656
726	cast	655
727	truth	653
729	manner	652
732	towards	651
733	cities	649
734	question	647
737	operating	646
739	party	645
740	daughter	644
743	street	643
745	effect	642
747	bought	641
748	hour	640
749	split	639
750	trust	637
752	raised	636
754	eye	635
756	ask	633
758	charge	632
762	wish	631
764	dealers	630
765	farm	629
766	different	628
767	enter	627
769	taking	626
771	committee	625
773	community	624
774	london	623
775	offered	620
778	wanted	619
780	led	618
781	special	617
783	traders	616
784	acquire	615
786	gulf	614
788	certainly	612
789	person	611
790	office	609
791	walk	608
793	servants	607
795	reached	606
796	opened	605
798	school	604
799	fourth	602
800	anne	601
801	beginning	600
803	finance	597
805	river	596
806	act	595
809	written	590
810	include	589
813	washington	588
816	paid	587
818	situation	586
820	returned	583
821	became	582
824	amount	581
826	services	580
828	producers	579
829	greater	578
831	understand	576
832	force	575
835	data	574
836	seems	573
838	plant	572
839	talk	571
841	de	570
842	clear	568
844	weeks	567
847	remember	566
849	available	565
852	tree	564
854	church	563
855	british	562
856	budget	561
857	proposal	559
859	sees	558
862	association	557
864	drink	556
866	drop	555
871	idea	549
872	ways	548
874	western	547
875	glory	546
876	systems	545
880	mark	544
882	ran	543
883	care	539
884	effective	538
888	local	537
889	worth	536
890	information	535
891	necessary	534
892	except	533
893	works	531
894	council	530
898	consider	528
900	sweet	527
901	forward	526
903	play	525
904	read	524
905	suddenly	523
906	funds	522
907	cold	521
908	administration	520
912	areas	519
915	problems	518
917	problem	517
919	appeared	516
921	harriet	515
923	doubt	514
926	raise	512
929	plc	509
930	july	508
935	loans	507
936	hours	506
940	germany	504
941	send	503
942	paris	502
946	expect	501
947	base	500
948	conditions	498
949	town	497
950	season	496
952	provide	495
955	doing	494
956	additional	493
957	fixed	492
958	completed	489
960	visit	488
961	garden	487
963	instead	486
965	decline	484
966	joy	483
967	social	481
970	pressure	480
972	l	479
973	laid	478
976	master	477
977	balance	476
979	fair	474
983	won	472
985	midst	471
986	largest	470
989	entered	469
990	started	468
991	france	467
992	fast	465
994	extraordinary	464
995	growing	463
998	mighty	462
999	conference	461
1003	payments	460
1004	age	459
1005	losses	458
1007	follow	456
1010	reduce	455
1013	former	454
1018	blue	453
1021	weston	452
1022	everything	451
1026	needed	450
1028	approved	449
1030	nearly	448
1033	outside	447
1037	resources	445
1038	working	443
1040	texas	442
1046	decided	441
1050	wood	440
1051	political	439
1053	approval	438
1054	import	437
1055	houses	436
1056	kingdom	435
1057	key	434
1061	attention	433
1064	complete	432
1067	places	431
1071	wait	430
1073	judge	429
1075	ships	428
1076	hardly	427
1081	october	426
1084	health	425
1090	despite	424
1092	required	423
1093	serve	422
1094	wind	420
1097	alice	419
1100	congress	418
1105	weather	417
1107	chance	416
1111	equal	415
1112	various	414
1114	giving	413
1115	declared	412
1119	wrong	411
1121	begin	410
1125	equipment	409
1127	allow	408
1130	summer	407
1132	comment	406
1134	james	405
1139	glad	404
1140	addition	403
1142	hill	402
1147	research	401
1150	purpose	400
1152	praise	399
1154	parts	398
1160	trouble	396
1165	executive	395
1168	arms	394
1169	lived	393
1176	building	392
1178	spoke	391
1181	caused	390
1185	knightley	389
1186	english	388
1189	running	387
1190	southern	386
1192	press	385
1195	appear	384
1196	friday	383
1198	miles	382
1201	build	381
1205	opinion	380
1208	measure	379
1211	reach	378
1213	sector	377
1214	ill	376
1219	broad	375
1220	yea	374
1221	produced	373
1225	concern	372
1226	destroy	371
1233	sign	370
1237	unless	368
1240	date	367
1242	november	366
1243	fellow	365
1246	currently	364
1250	job	363
1255	property	362
1260	carry	361
1267	latest	360
1268	insurance	359
1271	planned	358
1272	points	357
1279	needs	356
1285	cover	355
1290	workers	354
1294	volume	353
1295	farmers	352
1297	step	351
1300	generally	350
1304	deliver	349
1307	grace	348
1308	provided	347
1313	sought	346
1315	bond	345
1317	f	344
1319	respect	343
1320	capacity	342
1322	horse	341
1327	details	340
1335	steps	339
1339	ministers	338
1344	commerce	337
1349	attempt	336
1354	placed	335
1359	ahead	334
1361	speech	333
1365	monday	332
1374	bills	331
1379	director	330
1385	aid	329
1387	joseph	327
1390	sharply	326
1392	goes	325
1395	merely	324
1401	distribution	323
1404	moreover	322
1406	limited	321
1410	righteousness	320
1413	involved	319
1416	response	318
1420	charles	317
1424	allowed	315
1428	senior	314
1436	post	313
1439	operation	312
1442	cent	311
1443	finally	310
1448	concerned	309
1453	bit	308
1457	accepted	307
1461	dinner	306
1464	port	305
1473	effort	304
1476	medical	303
1481	reports	302
1494	evidence	301
1501	william	300
1503	authority	299
1511	distance	298
1516	robert	297
1522	police	296
1526	square	295
1532	raises	294
1537	ones	293
1544	considering	292
1546	education	291
1558	estimate	290
1563	impossible	289
1567	normal	288
1571	married	287
1580	million	286
1585	direction	285
1587	signs	284
1589	inside	283
1597	spent	282
1601	letters	281
1604	ordinary	280
1610	persons	279
1618	sunday	278
1625	taste	277
1631	finished	276
1635	circumstances	275
1643	leaves	274
1644	county	273
1654	huge	272
1660	laws	271
1667	forced	270
1670	duty	269
1678	reduction	268
1683	fit	267
1688	promise	266
1694	africa	265
1698	quiet	264
1703	policies	263
1708	estate	262
1712	interested	261
1719	scheduled	260
1724	proposals	259
1730	minute	258
1736	contracts	257
1745	governor	256
1751	primary	255
1759	race	254
1767	afternoon	253
1775	plus	252
1786	nevertheless	251
1791	shot	250
1797	books	249
1809	portion	248
1816	danger	247
1826	specific	246
1830	joined	245
1836	prince	244
1842	choice	243
1849	promised	242
1853	list	241
1857	session	240
1867	construction	239
1877	require	238
1884	appointed	237
1895	expressed	236
1904	doctor	235
1910	passage	234
1920	row	233
1923	principal	232
1927	credits	231
1936	vote	230
1942	tuesday	229
1947	relations	228
1953	doors	227
1959	suit	226
1972	worked	225
1986	mainly	224
1994	benefit	223
1997	indicated	222
2002	apparently	221
2013	dispute	220
2023	technical	219
2037	bonds	218
2044	learned	217
2051	designed	216
2057	parties	215
2059	charges	214
2070	counsel	213
2079	couple	212
2088	failure	211
2101	teach	210
2107	martin	209
2112	combined	208
2119	event	207
2128	items	206
2139	method	205
2146	suggested	204
2159	accounts	203
2172	choose	202
2186	actions	201
2192	legislation	200
2203	fears	199
2210	narrow	198
2222	television	197
2229	customers	196
2240	determine	195
2246	unlikely	194
2252	wednesday	193
2259	option	192
2268	grand	191
2286	granted	190
2289	charged	189
2297	superior	188
2305	maximum	187
2314	interesting	186
2326	methods	185
2336	authorities	184
2354	district	183
2361	boston	182
2371	introduced	181
2384	pulled	180
2389	prison	179
2407	filed	178
2422	tea	177
2432	friendly	176
2442	attorney	175
2455	feared	174
2470	bar	173
2481	thanks	172
2496	denied	171
2504	thursday	170
2517	crowd	169
2528	burden	168
2544	urged	167
2560	color	166
2569	believes	165
2576	shortly	164
2591	parents	163
2601	election	162
2612	audience	161
2620	settlement	160
2640	representatives	159
2655	birth	158
2669	amounts	157
2686	platform	156
2693	projects	155
2706	permit	154
2724	discussed	153
2738	calendar	152
2747	powerful	151
2752	employed	150
2764	confirmed	149
2782	midnight	148
2800	sheet	147
2816	governments	146
2837	unable	145
2856	modest	144
2874	fighting	143
2895	warned	142
2911	brief	141
2930	expense	140
2950	offices	139
2970	meanwhile	138
2981	practices	137
2990	approve	136
3010	recommended	135
3022	obtain	134
3042	hughes	133
3061	supreme	132
3078	acting	131
3094	weekend	130
3112	homes	129
3133	protect	128
3163	achieve	127
3185	republic	126
3211	starts	125
3234	citizens	124
3262	hudson	123
3283	frame	122
3300	providing	121
3320	honor	120
3335	arrangement	119
3351	aj	118
3370	warning	117
3394	anticipated	116
3414	title	115
3438	intends	114
3465	louis	113
3490	representing	112
3509	investigation	111
3533	personnel	110
3557	attended	109
3583	felix	108
3607	succeeded	107
3635	extension	106
3659	regarding	105
3688	relative	104
3721	elaborate	103
3757	harris	102
3780	jury	101
3813	sounded	100
3844	conducted	99
3877	gifts	98
3910	ward	97
3947	experienced	96
3986	realize	95
4014	operated	94
4044	pension	93
4076	bench	92
4113	adjustments	91
4139	listed	90
4172	rural	89
4212	georgia	88
4243	establishment	87
4277	cape	86
4311	improving	85
4351	handling	84
4385	speaker	83
4418	interim	82
4457	alleged	81
4504	foster	80
4551	lawyer	79
4592	witnesses	78
4641	assistant	77
4688	efficiency	76
4738	welfare	75
4789	automobile	74
4841	inadequate	73
4882	elected	72
4921	compete	71
4963	widespread	70
5008	missing	69
5065	protected	68
5123	praised	67
5190	recommendations	66
5243	mental	65
5313	corporations	64
5382	atlanta	63
5440	registration	62
5498	eliminate	61
5563	receives	60
5626	expires	59
5696	appointment	58
5784	delegation	57
5864	lacking	56
5949	encouragement	55
6037	counties	54
6106	harry	53
6195	departments	52
6282	sessions	51
6366	commented	50
6468	contributions	49
6571	aged	48
6673	cruelty	47
6773	orderly	46
6878	influences	45
6981	revolving	44
7096	physics	43
7217	unanimously	42
7327	allen	41
7459	implementation	40
7595	deserves	39
7741	distribute	38
7854	responses	37
8007	defeated	36
8139	retailers	35
8288	investigate	34
8456	hospitals	33
8644	divorce	32
8844	subjected	31
9021	ambiguous	30
9217	legislators	29
9459	effected	28
9668	highways	27
9868	enabling	26
10119	conspicuous	25
10371	clerical	24
10633	barber	23
10885	voters	22
11195	incorporated	21
11528	surveillance	20
11875	undue	19
12283	proportionate	18
12722	fulton	17
13225	criticisms	16
13740	ballot	15
14290	gop	14
14935	outgoing	13
15669	inure	12
16479	cheshire	11
17410	interlude	10
18490	irregularities	9
19672	jurors	8
21064	administrators	7
22792	pye	6
24931	modernizing	5
27835	outmoded	4
31615	disproportionate	3
37457	swipe	2
47797	presentments	1
